
Minimum time:  760	(0.076 ms)

Test #		Time
4793:		841	(0.0841 ms)
4794:		810	(0.081 ms)
4795:		803	(0.0803 ms)
4796:		846	(0.0846 ms)
4797:		813	(0.0813 ms)
4798:		805	(0.0805 ms)
4799:		846	(0.0846 ms)
4800:		803	(0.0803 ms)
4801:		814	(0.0814 ms)
4802:		844	(0.0844 ms)
4803:		808	(0.0808 ms)
4804:		804	(0.0804 ms)
4805:		803	(0.0803 ms)
4806:		842	(0.0842 ms)
4807:		807	(0.0807 ms)
4808:		801	(0.0801 ms)
4809:		840	(0.084 ms)
4810:		804	(0.0804 ms)
4811:		802	(0.0802 ms)
4812:		842	(0.0842 ms)
4813:		815	(0.0815 ms)
4814:		812	(0.0812 ms)
4815:		860	(0.086 ms)
4816:		809	(0.0809 ms)
4817:		802	(0.0802 ms)
4818:		847	(0.0847 ms)
4819:		809	(0.0809 ms)
4820:		806	(0.0806 ms)
4821:		844	(0.0844 ms)
4822:		804	(0.0804 ms)
4823:		804	(0.0804 ms)
4824:		844	(0.0844 ms)
4825:		806	(0.0806 ms)
4826:		821	(0.0821 ms)
4827:		838	(0.0838 ms)
4828:		803	(0.0803 ms)
4829:		805	(0.0805 ms)
4830:		850	(0.085 ms)
4831:		806	(0.0806 ms)
4832:		803	(0.0803 ms)
4833:		842	(0.0842 ms)
4834:		806	(0.0806 ms)
4835:		810	(0.081 ms)
4836:		836	(0.0836 ms)
4837:		810	(0.081 ms)
4838:		812	(0.0812 ms)
4839:		802	(0.0802 ms)
4840:		841	(0.0841 ms)
4841:		807	(0.0807 ms)
4842:		801	(0.0801 ms)
4843:		836	(0.0836 ms)
4844:		805	(0.0805 ms)
4845:		804	(0.0804 ms)
4846:		839	(0.0839 ms)
4847:		808	(0.0808 ms)
4848:		801	(0.0801 ms)
4849:		852	(0.0852 ms)
4850:		815	(0.0815 ms)
4851:		805	(0.0805 ms)
4852:		844	(0.0844 ms)
4853:		807	(0.0807 ms)
4854:		803	(0.0803 ms)
4855:		835	(0.0835 ms)
4856:		808	(0.0808 ms)
4857:		806	(0.0806 ms)
4858:		843	(0.0843 ms)
4859:		806	(0.0806 ms)
4860:		803	(0.0803 ms)
4861:		845	(0.0845 ms)
4862:		820	(0.082 ms)
4863:		805	(0.0805 ms)
4864:		855	(0.0855 ms)
4865:		807	(0.0807 ms)
4866:		799	(0.0799 ms)
4867:		837	(0.0837 ms)
4868:		786	(0.0786 ms)
4869:		764	(0.0764 ms)
4870:		799	(0.0799 ms)
4871:		840	(0.084 ms)
4872:		803	(0.0803 ms)
4873:		807	(0.0807 ms)
4874:		841	(0.0841 ms)
4875:		813	(0.0813 ms)
4876:		809	(0.0809 ms)
4877:		840	(0.084 ms)
4878:		802	(0.0802 ms)
4879:		802	(0.0802 ms)
4880:		882	(0.0882 ms)
4881:		806	(0.0806 ms)
4882:		786	(0.0786 ms)
4883:		834	(0.0834 ms)
4884:		805	(0.0805 ms)
4885:		808	(0.0808 ms)
4886:		838	(0.0838 ms)
4887:		811	(0.0811 ms)
4888:		806	(0.0806 ms)
4889:		837	(0.0837 ms)
4890:		804	(0.0804 ms)
4891:		804	(0.0804 ms)
4892:		832	(0.0832 ms)
4893:		804	(0.0804 ms)
4894:		803	(0.0803 ms)
4895:		845	(0.0845 ms)
4896:		800	(0.08 ms)
4897:		802	(0.0802 ms)
4898:		803	(0.0803 ms)
4899:		855	(0.0855 ms)
4900:		807	(0.0807 ms)
4901:		804	(0.0804 ms)
4902:		846	(0.0846 ms)
4903:		810	(0.081 ms)
4904:		803	(0.0803 ms)
4905:		841	(0.0841 ms)
4906:		806	(0.0806 ms)
4907:		807	(0.0807 ms)
4908:		836	(0.0836 ms)
4909:		808	(0.0808 ms)
4910:		805	(0.0805 ms)
4911:		853	(0.0853 ms)
4912:		813	(0.0813 ms)
4913:		805	(0.0805 ms)
4914:		847	(0.0847 ms)
4915:		803	(0.0803 ms)
4916:		802	(0.0802 ms)
4917:		838	(0.0838 ms)
4918:		806	(0.0806 ms)
4919:		801	(0.0801 ms)
4920:		847	(0.0847 ms)
4921:		805	(0.0805 ms)
4922:		803	(0.0803 ms)
4923:		847	(0.0847 ms)
4924:		805	(0.0805 ms)
4925:		800	(0.08 ms)
4926:		839	(0.0839 ms)
4927:		809	(0.0809 ms)
4928:		806	(0.0806 ms)
4929:		809	(0.0809 ms)
4930:		856	(0.0856 ms)
4931:		810	(0.081 ms)
4932:		806	(0.0806 ms)
4933:		844	(0.0844 ms)
4934:		808	(0.0808 ms)
4935:		838	(0.0838 ms)
4936:		1192	(0.1192 ms)
4937:		790	(0.079 ms)
4938:		803	(0.0803 ms)
4939:		866	(0.0866 ms)
4940:		803	(0.0803 ms)
4941:		810	(0.081 ms)
4942:		846	(0.0846 ms)
4943:		806	(0.0806 ms)
4944:		802	(0.0802 ms)
4945:		849	(0.0849 ms)
4946:		805	(0.0805 ms)
4947:		792	(0.0792 ms)
4948:		816	(0.0816 ms)
4949:		804	(0.0804 ms)
4950:		807	(0.0807 ms)
4951:		840	(0.084 ms)
4952:		803	(0.0803 ms)
4953:		811	(0.0811 ms)
4954:		849	(0.0849 ms)
4955:		807	(0.0807 ms)
4956:		801	(0.0801 ms)
4957:		838	(0.0838 ms)
4958:		806	(0.0806 ms)
4959:		804	(0.0804 ms)
4960:		860	(0.086 ms)
4961:		811	(0.0811 ms)
4962:		807	(0.0807 ms)
4963:		807	(0.0807 ms)
4964:		848	(0.0848 ms)
4965:		806	(0.0806 ms)
4966:		788	(0.0788 ms)
4967:		802	(0.0802 ms)
4968:		767	(0.0767 ms)
4969:		785	(0.0785 ms)
4970:		839	(0.0839 ms)
4971:		810	(0.081 ms)
4972:		816	(0.0816 ms)
4973:		849	(0.0849 ms)
4974:		806	(0.0806 ms)
4975:		802	(0.0802 ms)
4976:		852	(0.0852 ms)
4977:		808	(0.0808 ms)
4978:		804	(0.0804 ms)
4979:		847	(0.0847 ms)
4980:		809	(0.0809 ms)
4981:		806	(0.0806 ms)
4982:		842	(0.0842 ms)
4983:		811	(0.0811 ms)
4984:		814	(0.0814 ms)
4985:		843	(0.0843 ms)
4986:		807	(0.0807 ms)
4987:		806	(0.0806 ms)
4988:		840	(0.084 ms)
4989:		806	(0.0806 ms)
4990:		804	(0.0804 ms)
4991:		798	(0.0798 ms)
4992:		847	(0.0847 ms)
4993:		805	(0.0805 ms)
4994:		804	(0.0804 ms)
4995:		854	(0.0854 ms)
4996:		815	(0.0815 ms)
4997:		779	(0.0779 ms)
4998:		810	(0.081 ms)
4999:		807	(0.0807 ms)
5000:		804	(0.0804 ms)
5001:		840	(0.084 ms)
5002:		804	(0.0804 ms)
5003:		803	(0.0803 ms)
5004:		848	(0.0848 ms)
5005:		805	(0.0805 ms)
5006:		795	(0.0795 ms)
5007:		843	(0.0843 ms)
5008:		803	(0.0803 ms)
5009:		780	(0.078 ms)
5010:		819	(0.0819 ms)
5011:		796	(0.0796 ms)
5012:		804	(0.0804 ms)
5013:		841	(0.0841 ms)
5014:		804	(0.0804 ms)
5015:		806	(0.0806 ms)
5016:		834	(0.0834 ms)
5017:		809	(0.0809 ms)
5018:		807	(0.0807 ms)
5019:		802	(0.0802 ms)
5020:		837	(0.0837 ms)
5021:		816	(0.0816 ms)
5022:		803	(0.0803 ms)
5023:		847	(0.0847 ms)
5024:		807	(0.0807 ms)
5025:		802	(0.0802 ms)
5026:		853	(0.0853 ms)
5027:		806	(0.0806 ms)
5028:		801	(0.0801 ms)
5029:		848	(0.0848 ms)
5030:		802	(0.0802 ms)
5031:		803	(0.0803 ms)
5032:		843	(0.0843 ms)
5033:		815	(0.0815 ms)
5034:		803	(0.0803 ms)
5035:		846	(0.0846 ms)
5036:		808	(0.0808 ms)
5037:		802	(0.0802 ms)
5038:		842	(0.0842 ms)
5039:		803	(0.0803 ms)
5040:		797	(0.0797 ms)
5041:		844	(0.0844 ms)
5042:		803	(0.0803 ms)
5043:		798	(0.0798 ms)
5044:		852	(0.0852 ms)
5045:		817	(0.0817 ms)
5046:		805	(0.0805 ms)
5047:		838	(0.0838 ms)
5048:		808	(0.0808 ms)
5049:		803	(0.0803 ms)
5050:		803	(0.0803 ms)
5051:		839	(0.0839 ms)
5052:		806	(0.0806 ms)
5053:		804	(0.0804 ms)
5054:		841	(0.0841 ms)
5055:		803	(0.0803 ms)
5056:		808	(0.0808 ms)
5057:		850	(0.085 ms)
5058:		819	(0.0819 ms)
5059:		807	(0.0807 ms)
5060:		863	(0.0863 ms)
5061:		812	(0.0812 ms)
5062:		811	(0.0811 ms)
5063:		845	(0.0845 ms)
5064:		812	(0.0812 ms)
5065:		805	(0.0805 ms)
5066:		841	(0.0841 ms)
5067:		809	(0.0809 ms)
5068:		808	(0.0808 ms)
5069:		840	(0.084 ms)
5070:		798	(0.0798 ms)
5071:		799	(0.0799 ms)
5072:		831	(0.0831 ms)
5073:		808	(0.0808 ms)
5074:		805	(0.0805 ms)
5075:		850	(0.085 ms)
5076:		810	(0.081 ms)
5077:		804	(0.0804 ms)
5078:		844	(0.0844 ms)
5079:		807	(0.0807 ms)
5080:		786	(0.0786 ms)
5081:		788	(0.0788 ms)
5082:		858	(0.0858 ms)
5083:		804	(0.0804 ms)
5084:		805	(0.0805 ms)
5085:		846	(0.0846 ms)
5086:		808	(0.0808 ms)
5087:		807	(0.0807 ms)
5088:		842	(0.0842 ms)
5089:		805	(0.0805 ms)
5090:		803	(0.0803 ms)
5091:		857	(0.0857 ms)
5092:		810	(0.081 ms)
5093:		807	(0.0807 ms)
5094:		868	(0.0868 ms)
5095:		809	(0.0809 ms)
5096:		804	(0.0804 ms)
5097:		845	(0.0845 ms)
5098:		807	(0.0807 ms)
5099:		808	(0.0808 ms)
5100:		844	(0.0844 ms)
5101:		809	(0.0809 ms)
5102:		806	(0.0806 ms)
5103:		846	(0.0846 ms)
5104:		809	(0.0809 ms)
5105:		801	(0.0801 ms)
5106:		849	(0.0849 ms)
5107:		807	(0.0807 ms)
5108:		806	(0.0806 ms)
5109:		861	(0.0861 ms)
5110:		808	(0.0808 ms)
5111:		804	(0.0804 ms)
5112:		843	(0.0843 ms)
5113:		809	(0.0809 ms)
5114:		801	(0.0801 ms)
5115:		842	(0.0842 ms)
5116:		804	(0.0804 ms)
5117:		804	(0.0804 ms)
5118:		805	(0.0805 ms)
5119:		1295	(0.1295 ms)
5120:		1399	(0.1399 ms)
5121:		1835	(0.1835 ms)
5122:		1877	(0.1877 ms)
5123:		809	(0.0809 ms)
5124:		851	(0.0851 ms)
5125:		809	(0.0809 ms)
5126:		807	(0.0807 ms)
5127:		814	(0.0814 ms)
5128:		839	(0.0839 ms)
5129:		805	(0.0805 ms)
5130:		803	(0.0803 ms)
5131:		842	(0.0842 ms)
5132:		805	(0.0805 ms)
5133:		809	(0.0809 ms)
5134:		858	(0.0858 ms)
5135:		807	(0.0807 ms)
5136:		807	(0.0807 ms)
5137:		843	(0.0843 ms)
5138:		807	(0.0807 ms)
5139:		819	(0.0819 ms)
5140:		835	(0.0835 ms)
5141:		795	(0.0795 ms)
5142:		804	(0.0804 ms)
5143:		839	(0.0839 ms)
5144:		807	(0.0807 ms)
5145:		800	(0.08 ms)
5146:		838	(0.0838 ms)
5147:		806	(0.0806 ms)
5148:		802	(0.0802 ms)
5149:		847	(0.0847 ms)
5150:		813	(0.0813 ms)
5151:		808	(0.0808 ms)
5152:		858	(0.0858 ms)
5153:		806	(0.0806 ms)
5154:		803	(0.0803 ms)
5155:		842	(0.0842 ms)
5156:		812	(0.0812 ms)
5157:		804	(0.0804 ms)
5158:		837	(0.0837 ms)
5159:		813	(0.0813 ms)
5160:		804	(0.0804 ms)
5161:		804	(0.0804 ms)
5162:		845	(0.0845 ms)
5163:		805	(0.0805 ms)
5164:		815	(0.0815 ms)
5165:		853	(0.0853 ms)
5166:		805	(0.0805 ms)
5167:		804	(0.0804 ms)
5168:		856	(0.0856 ms)
5169:		807	(0.0807 ms)
5170:		806	(0.0806 ms)
5171:		817	(0.0817 ms)
5172:		776	(0.0776 ms)
5173:		803	(0.0803 ms)
5174:		844	(0.0844 ms)
5175:		807	(0.0807 ms)
5176:		823	(0.0823 ms)
5177:		844	(0.0844 ms)
5178:		806	(0.0806 ms)
5179:		798	(0.0798 ms)
5180:		840	(0.084 ms)
5181:		804	(0.0804 ms)
5182:		808	(0.0808 ms)
5183:		854	(0.0854 ms)
5184:		809	(0.0809 ms)
5185:		807	(0.0807 ms)
5186:		834	(0.0834 ms)
5187:		806	(0.0806 ms)
5188:		818	(0.0818 ms)
5189:		840	(0.084 ms)
5190:		810	(0.081 ms)
5191:		805	(0.0805 ms)
5192:		806	(0.0806 ms)
5193:		839	(0.0839 ms)
5194:		812	(0.0812 ms)
5195:		804	(0.0804 ms)
5196:		840	(0.084 ms)
5197:		806	(0.0806 ms)
5198:		803	(0.0803 ms)
5199:		850	(0.085 ms)
5200:		815	(0.0815 ms)
5201:		804	(0.0804 ms)
5202:		851	(0.0851 ms)
5203:		806	(0.0806 ms)
5204:		807	(0.0807 ms)
5205:		843	(0.0843 ms)
5206:		811	(0.0811 ms)
5207:		801	(0.0801 ms)
5208:		837	(0.0837 ms)
5209:		805	(0.0805 ms)
5210:		804	(0.0804 ms)
5211:		838	(0.0838 ms)
5212:		820	(0.082 ms)
5213:		809	(0.0809 ms)
5214:		848	(0.0848 ms)
5215:		810	(0.081 ms)
5216:		810	(0.081 ms)
5217:		853	(0.0853 ms)
5218:		809	(0.0809 ms)
5219:		810	(0.081 ms)
5220:		839	(0.0839 ms)
5221:		809	(0.0809 ms)
5222:		810	(0.081 ms)
5223:		825	(0.0825 ms)
5224:		771	(0.0771 ms)
5225:		777	(0.0777 ms)
5226:		796	(0.0796 ms)
5227:		840	(0.084 ms)
5228:		809	(0.0809 ms)
5229:		805	(0.0805 ms)
5230:		843	(0.0843 ms)
5231:		807	(0.0807 ms)
5232:		805	(0.0805 ms)
5233:		859	(0.0859 ms)
5234:		808	(0.0808 ms)
5235:		807	(0.0807 ms)
5236:		844	(0.0844 ms)
5237:		817	(0.0817 ms)
5238:		804	(0.0804 ms)
5239:		850	(0.085 ms)
5240:		809	(0.0809 ms)
5241:		808	(0.0808 ms)
5242:		829	(0.0829 ms)
5243:		789	(0.0789 ms)
5244:		783	(0.0783 ms)
5245:		837	(0.0837 ms)
5246:		805	(0.0805 ms)
5247:		809	(0.0809 ms)
5248:		846	(0.0846 ms)
5249:		817	(0.0817 ms)
5250:		808	(0.0808 ms)
5251:		845	(0.0845 ms)
5252:		796	(0.0796 ms)
5253:		804	(0.0804 ms)
5254:		808	(0.0808 ms)
5255:		841	(0.0841 ms)
5256:		807	(0.0807 ms)
5257:		803	(0.0803 ms)
5258:		841	(0.0841 ms)
5259:		806	(0.0806 ms)
5260:		802	(0.0802 ms)
5261:		849	(0.0849 ms)
5262:		793	(0.0793 ms)
5263:		795	(0.0795 ms)
5264:		846	(0.0846 ms)
5265:		809	(0.0809 ms)
5266:		807	(0.0807 ms)
5267:		849	(0.0849 ms)
5268:		803	(0.0803 ms)
5269:		802	(0.0802 ms)
5270:		839	(0.0839 ms)
5271:		803	(0.0803 ms)
5272:		808	(0.0808 ms)
5273:		838	(0.0838 ms)
5274:		821	(0.0821 ms)
5275:		803	(0.0803 ms)
5276:		840	(0.084 ms)
5277:		809	(0.0809 ms)
5278:		782	(0.0782 ms)
5279:		820	(0.082 ms)
5280:		807	(0.0807 ms)
5281:		801	(0.0801 ms)
5282:		852	(0.0852 ms)
5283:		811	(0.0811 ms)
5284:		798	(0.0798 ms)
5285:		799	(0.0799 ms)
5286:		849	(0.0849 ms)
5287:		806	(0.0806 ms)
5288:		807	(0.0807 ms)
5289:		840	(0.084 ms)
5290:		804	(0.0804 ms)
5291:		807	(0.0807 ms)
5292:		840	(0.084 ms)
5293:		802	(0.0802 ms)
5294:		803	(0.0803 ms)
5295:		836	(0.0836 ms)
5296:		809	(0.0809 ms)
5297:		804	(0.0804 ms)
5298:		1123	(0.1123 ms)
5299:		983	(0.0983 ms)
5300:		1072	(0.1072 ms)
5301:		853	(0.0853 ms)
5302:		808	(0.0808 ms)
5303:		805	(0.0805 ms)
5304:		839	(0.0839 ms)
5305:		803	(0.0803 ms)
5306:		803	(0.0803 ms)
5307:		841	(0.0841 ms)
5308:		803	(0.0803 ms)
5309:		821	(0.0821 ms)
5310:		844	(0.0844 ms)
5311:		805	(0.0805 ms)
5312:		803	(0.0803 ms)
5313:		854	(0.0854 ms)
5314:		804	(0.0804 ms)
5315:		801	(0.0801 ms)
5316:		788	(0.0788 ms)
5317:		802	(0.0802 ms)
5318:		791	(0.0791 ms)
5319:		802	(0.0802 ms)
5320:		841	(0.0841 ms)
5321:		805	(0.0805 ms)
5322:		816	(0.0816 ms)
5323:		839	(0.0839 ms)
5324:		800	(0.08 ms)
5325:		806	(0.0806 ms)
5326:		839	(0.0839 ms)
5327:		799	(0.0799 ms)
5328:		801	(0.0801 ms)
5329:		851	(0.0851 ms)
5330:		810	(0.081 ms)
5331:		804	(0.0804 ms)
5332:		847	(0.0847 ms)
5333:		804	(0.0804 ms)
5334:		818	(0.0818 ms)
5335:		839	(0.0839 ms)
5336:		802	(0.0802 ms)
5337:		801	(0.0801 ms)
5338:		837	(0.0837 ms)
5339:		804	(0.0804 ms)
5340:		804	(0.0804 ms)
5341:		840	(0.084 ms)
5342:		806	(0.0806 ms)
5343:		803	(0.0803 ms)
5344:		835	(0.0835 ms)
5345:		809	(0.0809 ms)
5346:		811	(0.0811 ms)
5347:		800	(0.08 ms)
5348:		849	(0.0849 ms)
5349:		803	(0.0803 ms)
5350:		803	(0.0803 ms)
5351:		839	(0.0839 ms)
5352:		796	(0.0796 ms)
5353:		802	(0.0802 ms)
5354:		836	(0.0836 ms)
5355:		804	(0.0804 ms)
5356:		803	(0.0803 ms)
5357:		839	(0.0839 ms)
5358:		805	(0.0805 ms)
5359:		810	(0.081 ms)
5360:		836	(0.0836 ms)
5361:		803	(0.0803 ms)
5362:		805	(0.0805 ms)
5363:		857	(0.0857 ms)
5364:		802	(0.0802 ms)
5365:		803	(0.0803 ms)
5366:		841	(0.0841 ms)
5367:		803	(0.0803 ms)
5368:		804	(0.0804 ms)
5369:		841	(0.0841 ms)
5370:		809	(0.0809 ms)
5371:		817	(0.0817 ms)
5372:		840	(0.084 ms)
5373:		805	(0.0805 ms)
5374:		789	(0.0789 ms)
5375:		761	(0.0761 ms)
5376:		833	(0.0833 ms)
5377:		805	(0.0805 ms)
5378:		800	(0.08 ms)
5379:		850	(0.085 ms)
5380:		809	(0.0809 ms)
5381:		804	(0.0804 ms)
5382:		849	(0.0849 ms)
5383:		816	(0.0816 ms)
5384:		807	(0.0807 ms)
5385:		832	(0.0832 ms)
5386:		805	(0.0805 ms)
5387:		801	(0.0801 ms)
5388:		841	(0.0841 ms)
5389:		804	(0.0804 ms)
5390:		804	(0.0804 ms)
5391:		831	(0.0831 ms)
5392:		799	(0.0799 ms)
5393:		807	(0.0807 ms)
5394:		842	(0.0842 ms)
5395:		822	(0.0822 ms)
5396:		808	(0.0808 ms)
5397:		852	(0.0852 ms)
5398:		808	(0.0808 ms)
5399:		799	(0.0799 ms)
5400:		838	(0.0838 ms)
5401:		809	(0.0809 ms)
5402:		803	(0.0803 ms)
5403:		836	(0.0836 ms)
5404:		811	(0.0811 ms)
5405:		800	(0.08 ms)
5406:		804	(0.0804 ms)
5407:		841	(0.0841 ms)
5408:		815	(0.0815 ms)
5409:		803	(0.0803 ms)
5410:		844	(0.0844 ms)
5411:		803	(0.0803 ms)
5412:		805	(0.0805 ms)
5413:		856	(0.0856 ms)
5414:		809	(0.0809 ms)
5415:		810	(0.081 ms)
5416:		844	(0.0844 ms)
5417:		805	(0.0805 ms)
5418:		809	(0.0809 ms)
5419:		854	(0.0854 ms)
5420:		815	(0.0815 ms)
5421:		808	(0.0808 ms)
5422:		847	(0.0847 ms)
5423:		811	(0.0811 ms)
5424:		808	(0.0808 ms)
5425:		842	(0.0842 ms)
5426:		805	(0.0805 ms)
5427:		805	(0.0805 ms)
5428:		859	(0.0859 ms)
5429:		806	(0.0806 ms)
5430:		809	(0.0809 ms)
5431:		844	(0.0844 ms)
5432:		816	(0.0816 ms)
5433:		806	(0.0806 ms)
5434:		842	(0.0842 ms)
5435:		808	(0.0808 ms)
5436:		806	(0.0806 ms)
5437:		836	(0.0836 ms)
5438:		813	(0.0813 ms)
5439:		803	(0.0803 ms)
5440:		802	(0.0802 ms)
5441:		841	(0.0841 ms)
5442:		803	(0.0803 ms)
5443:		802	(0.0802 ms)
5444:		852	(0.0852 ms)
5445:		808	(0.0808 ms)
5446:		802	(0.0802 ms)
5447:		854	(0.0854 ms)
5448:		802	(0.0802 ms)
5449:		803	(0.0803 ms)
5450:		837	(0.0837 ms)
5451:		805	(0.0805 ms)
5452:		800	(0.08 ms)
5453:		848	(0.0848 ms)
5454:		804	(0.0804 ms)
5455:		801	(0.0801 ms)
5456:		845	(0.0845 ms)
5457:		806	(0.0806 ms)
5458:		802	(0.0802 ms)
5459:		840	(0.084 ms)
5460:		805	(0.0805 ms)
5461:		804	(0.0804 ms)
5462:		858	(0.0858 ms)
5463:		806	(0.0806 ms)
5464:		800	(0.08 ms)
5465:		844	(0.0844 ms)
5466:		808	(0.0808 ms)
5467:		802	(0.0802 ms)
5468:		841	(0.0841 ms)
5469:		817	(0.0817 ms)
5470:		802	(0.0802 ms)
5471:		804	(0.0804 ms)
5472:		839	(0.0839 ms)
5473:		805	(0.0805 ms)
5474:		803	(0.0803 ms)
5475:		838	(0.0838 ms)
5476:		807	(0.0807 ms)
5477:		802	(0.0802 ms)
5478:		847	(0.0847 ms)
5479:		806	(0.0806 ms)
5480:		804	(0.0804 ms)
5481:		1258	(0.1258 ms)
5482:		812	(0.0812 ms)
5483:		807	(0.0807 ms)
5484:		881	(0.0881 ms)
5485:		809	(0.0809 ms)
5486:		804	(0.0804 ms)
5487:		846	(0.0846 ms)
5488:		807	(0.0807 ms)
5489:		803	(0.0803 ms)
5490:		848	(0.0848 ms)
5491:		808	(0.0808 ms)
5492:		812	(0.0812 ms)
5493:		849	(0.0849 ms)
5494:		811	(0.0811 ms)
5495:		801	(0.0801 ms)
5496:		840	(0.084 ms)
5497:		808	(0.0808 ms)
5498:		798	(0.0798 ms)
5499:		835	(0.0835 ms)
5500:		810	(0.081 ms)
5501:		804	(0.0804 ms)
5502:		837	(0.0837 ms)
5503:		804	(0.0804 ms)
5504:		807	(0.0807 ms)
5505:		848	(0.0848 ms)
5506:		805	(0.0805 ms)
5507:		800	(0.08 ms)
5508:		801	(0.0801 ms)
5509:		854	(0.0854 ms)
5510:		808	(0.0808 ms)
5511:		804	(0.0804 ms)
5512:		843	(0.0843 ms)
5513:		803	(0.0803 ms)
5514:		806	(0.0806 ms)
5515:		842	(0.0842 ms)
5516:		805	(0.0805 ms)
5517:		820	(0.082 ms)
5518:		844	(0.0844 ms)
5519:		806	(0.0806 ms)
5520:		773	(0.0773 ms)
5521:		808	(0.0808 ms)
5522:		770	(0.077 ms)
5523:		788	(0.0788 ms)
5524:		860	(0.086 ms)
5525:		805	(0.0805 ms)
5526:		805	(0.0805 ms)
5527:		848	(0.0848 ms)
5528:		808	(0.0808 ms)
5529:		813	(0.0813 ms)
5530:		842	(0.0842 ms)
5531:		809	(0.0809 ms)
5532:		810	(0.081 ms)
5533:		838	(0.0838 ms)
5534:		806	(0.0806 ms)
5535:		807	(0.0807 ms)
5536:		808	(0.0808 ms)
5537:		838	(0.0838 ms)
5538:		804	(0.0804 ms)
5539:		803	(0.0803 ms)
5540:		843	(0.0843 ms)
5541:		817	(0.0817 ms)
5542:		813	(0.0813 ms)
5543:		855	(0.0855 ms)
5544:		809	(0.0809 ms)
5545:		806	(0.0806 ms)
5546:		844	(0.0844 ms)
5547:		802	(0.0802 ms)
5548:		802	(0.0802 ms)
5549:		836	(0.0836 ms)
5550:		807	(0.0807 ms)
5551:		803	(0.0803 ms)
5552:		840	(0.084 ms)
5553:		807	(0.0807 ms)
5554:		812	(0.0812 ms)
5555:		838	(0.0838 ms)
5556:		807	(0.0807 ms)
5557:		800	(0.08 ms)
5558:		852	(0.0852 ms)
5559:		804	(0.0804 ms)
5560:		802	(0.0802 ms)
5561:		843	(0.0843 ms)
5562:		807	(0.0807 ms)
5563:		802	(0.0802 ms)
5564:		836	(0.0836 ms)
5565:		806	(0.0806 ms)
5566:		811	(0.0811 ms)
5567:		803	(0.0803 ms)
5568:		836	(0.0836 ms)
5569:		807	(0.0807 ms)
5570:		804	(0.0804 ms)
5571:		842	(0.0842 ms)
5572:		801	(0.0801 ms)
5573:		800	(0.08 ms)
5574:		846	(0.0846 ms)
5575:		803	(0.0803 ms)
5576:		804	(0.0804 ms)
5577:		845	(0.0845 ms)
5578:		808	(0.0808 ms)
5579:		803	(0.0803 ms)
5580:		845	(0.0845 ms)
5581:		803	(0.0803 ms)
5582:		803	(0.0803 ms)
5583:		842	(0.0842 ms)
5584:		808	(0.0808 ms)
5585:		809	(0.0809 ms)
5586:		842	(0.0842 ms)
5587:		805	(0.0805 ms)
5588:		802	(0.0802 ms)
5589:		822	(0.0822 ms)
5590:		814	(0.0814 ms)
5591:		809	(0.0809 ms)
5592:		847	(0.0847 ms)
5593:		808	(0.0808 ms)
5594:		808	(0.0808 ms)
5595:		837	(0.0837 ms)
5596:		806	(0.0806 ms)
5597:		806	(0.0806 ms)
5598:		803	(0.0803 ms)
5599:		837	(0.0837 ms)
5600:		801	(0.0801 ms)
5601:		800	(0.08 ms)
5602:		845	(0.0845 ms)
5603:		813	(0.0813 ms)
5604:		797	(0.0797 ms)
5605:		846	(0.0846 ms)
5606:		804	(0.0804 ms)
5607:		800	(0.08 ms)
5608:		859	(0.0859 ms)
5609:		809	(0.0809 ms)
5610:		800	(0.08 ms)
5611:		848	(0.0848 ms)
5612:		808	(0.0808 ms)
5613:		804	(0.0804 ms)
5614:		839	(0.0839 ms)
5615:		818	(0.0818 ms)
5616:		805	(0.0805 ms)
5617:		841	(0.0841 ms)
5618:		809	(0.0809 ms)
5619:		805	(0.0805 ms)
5620:		841	(0.0841 ms)
5621:		806	(0.0806 ms)
5622:		801	(0.0801 ms)
5623:		850	(0.085 ms)
5624:		809	(0.0809 ms)
5625:		805	(0.0805 ms)
5626:		825	(0.0825 ms)
5627:		816	(0.0816 ms)
5628:		804	(0.0804 ms)
5629:		800	(0.08 ms)
5630:		835	(0.0835 ms)
5631:		768	(0.0768 ms)
5632:		795	(0.0795 ms)
5633:		845	(0.0845 ms)
5634:		796	(0.0796 ms)
5635:		805	(0.0805 ms)
5636:		840	(0.084 ms)
5637:		801	(0.0801 ms)
5638:		805	(0.0805 ms)
5639:		854	(0.0854 ms)
5640:		807	(0.0807 ms)
5641:		805	(0.0805 ms)
5642:		854	(0.0854 ms)
5643:		805	(0.0805 ms)
5644:		805	(0.0805 ms)
5645:		844	(0.0844 ms)
5646:		808	(0.0808 ms)
5647:		808	(0.0808 ms)
5648:		841	(0.0841 ms)
5649:		807	(0.0807 ms)
5650:		807	(0.0807 ms)
5651:		839	(0.0839 ms)
5652:		817	(0.0817 ms)
5653:		807	(0.0807 ms)
5654:		840	(0.084 ms)
5655:		806	(0.0806 ms)
5656:		809	(0.0809 ms)
5657:		856	(0.0856 ms)
5658:		810	(0.081 ms)
5659:		812	(0.0812 ms)
5660:		802	(0.0802 ms)
5661:		843	(0.0843 ms)
5662:		795	(0.0795 ms)
5663:		813	(0.0813 ms)
5664:		1316	(0.1316 ms)
5665:		1353	(0.1353 ms)
5666:		1066	(0.1066 ms)
5667:		1866	(0.1866 ms)
5668:		806	(0.0806 ms)
5669:		845	(0.0845 ms)
